timestamp,ip,user_agent,path,method
2025-03-20 05:20:50,72.14.201.180,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",article/detail/159,GET
2025-03-20 05:21:00,172.31.43.200,ELB-HealthChecker/2.0,api/health-check,GET
2025-03-20 05:21:17,172.31.8.254,ELB-HealthChecker/2.0,api/health-check,GET
2025-03-20 05:21:44,202.127.178.196,"Mozilla/5.0 (Linux; Android 14; SC-51B Build/UP1A.231005.007; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/134.0.6998.39 Mobile Safari/537.36 YJApp-ANDROID jp.co.yahoo.android.yjtop/3.189.0",article/detail/159,GET
2025-03-20 07:06:04,172.31.43.200,ELB-HealthChecker/2.0,api/health-check,GET
2025-03-20 07:07:05,172.31.43.200,ELB-HealthChecker/2.0,api/health-check,GET
2025-03-20 07:13:40,52.167.144.159,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/116.0.1938.76 Safari/537.36",article/detail/37,GET
2025-03-20 07:14:03,51.222.253.5,Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/),product/detail/491,GET
2025-03-20 07:15:21,172.31.8.254,ELB-HealthChecker/2.0,api/health-check,GET
2025-03-20 07:18:05,172.31.43.200,ELB-HealthChecker/2.0,api/health-check,GET
2025-03-20 07:22:12,51.222.253.11,Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/),article/detail/243,GET
2025-03-20 07:22:19,66.249.79.107,"Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.6943.141 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",company/detail/107/product/detail/369,GET
2025-03-20 07:23:22,106.221.185.74,"Mozilla/5.0 (Linux; Android 15; 23090RA98I Build/AP3A.240905.015.A2) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/134.0.6998.39 Mobile Safari/537.36 GameBrowser/3.7.7",product,GET
2025-03-20 07:23:53,72.14.201.177,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",company/detail/33,GET
2025-03-20 07:26:05,172.31.43.200,ELB-HealthChecker/2.0,api/health-check,GET
2025-03-20 07:28:22,172.31.8.254,ELB-HealthChecker/2.0,api/health-check,GET
2025-03-20 07:29:36,106.196.49.0,"Mozilla/5.0 (Linux; Android 14; TECNO LH8n Build/UP1A.231005.007; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/134.0.6998.39 Mobile Safari/537.36",product,GET
2025-03-20 07:30:05,172.31.43.200,ELB-HealthChecker/2.0,api/health-check,GET
2025-03-20 07:34:18,66.249.71.129,"Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.6943.141 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",product/detail/756,GET
2025-03-20 07:35:06,66.249.79.103,"Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.6943.141 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",product/detail/373,GET
2025-03-20 07:36:28,40.77.167.13,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/116.0.1938.76 Safari/537.36",article/detail/311,GET
2025-03-20 07:37:02,66.249.79.102,"Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.6943.141 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",product/detail/754,GET
2025-03-20 07:38:34,34.217.138.111,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",apple-touch-icon.png,GET
2025-03-20 07:40:06,172.31.43.200,ELB-HealthChecker/2.0,api/health-check,GET
2025-03-20 07:40:52,78.153.140.187,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.5845.140 Safari/537.36",.env,GET
2025-03-20 07:42:22,172.31.8.254,ELB-HealthChecker/2.0,api/health-check,GET
2025-03-20 07:43:01,52.43.8.200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",apple-touch-icon.png,GET
2025-03-20 07:43:06,172.31.43.200,ELB-HealthChecker/2.0,api/health-check,GET
2025-03-20 07:43:22,172.31.8.254,ELB-HealthChecker/2.0,api/health-check,GET
2025-03-20 07:44:22,172.31.8.254,ELB-HealthChecker/2.0,api/health-check,GET
2025-03-20 07:46:25,172.31.8.254,ELB-HealthChecker/2.0,api/health-check,GET
2025-03-20 07:47:22,172.31.8.254,ELB-HealthChecker/2.0,api/health-check,GET
2025-03-20 07:49:06,172.31.43.200,ELB-HealthChecker/2.0,api/health-check,GET
2025-03-20 07:50:06,172.31.43.200,ELB-HealthChecker/2.0,api/health-check,GET
2025-03-20 07:52:06,172.31.43.200,ELB-HealthChecker/2.0,api/health-check,GET
2025-03-20 07:55:07,210.225.203.135,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36 Edg/130.0.0.0",article/detail/220,GET
2025-03-20 07:56:23,172.31.8.254,ELB-HealthChecker/2.0,api/health-check,GET
2025-03-20 07:59:23,172.31.8.254,ELB-HealthChecker/2.0,api/health-check,GET
2025-03-20 08:01:07,172.31.43.200,ELB-HealthChecker/2.0,api/health-check,GET
2025-03-20 08:01:23,172.31.8.254,ELB-HealthChecker/2.0,api/health-check,GET
2025-03-20 08:01:20,185.242.226.10,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.190 Safari/537.36",/,GET
2025-03-20 08:01:31,40.77.167.59,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/116.0.1938.76 Safari/537.36",/,GET
2025-03-20 08:04:23,172.31.8.254,ELB-HealthChecker/2.0,api/health-check,GET
2025-03-20 08:05:14,60.150.131.158,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/359.2.735510536 Mobile/15E148 Safari/604.1",/,GET
2025-03-20 08:05:23,172.31.8.254,ELB-HealthChecker/2.0,api/health-check,GET
