timestamp,ip,user_agent,path,method
2025-03-18 11:22:42,47.122.56.195,Mozilla/5.0 (Android 14; Mobile; rv:128.0) Gecko/128.0 Firefox/128.0,/,GET
2025-03-18 11:23:22,49.109.149.40,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Mobile Safari/537.36",search,GET
2025-03-18 11:23:35,49.109.149.40,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Mobile Safari/537.36",article/detail/249,GET
2025-03-18 11:23:38,66.249.82.194,"Mozilla/5.0 (Linux; Android 7.0; SM-G930V Build/NRD90M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.125 Mobile Safari/537.36 (compatible; Google-Read-Aloud; +https://support.google.com/webmasters/answer/1061943)",search,GET
2025-03-18 11:23:39,74.125.215.68,"Mozilla/5.0 (Linux; Android 7.0; SM-G930V Build/NRD90M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.125 Mobile Safari/537.36 (compatible; Google-Read-Aloud; +https://support.google.com/webmasters/answer/1061943)",search,GET
2025-03-18 11:25:01,51.222.253.4,Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/),product/detail/464,GET
2025-03-18 11:25:36,172.31.8.254,ELB-HealthChecker/2.0,api/health-check,GET
2025-03-18 11:26:20,172.31.43.200,ELB-HealthChecker/2.0,api/health-check,GET
2025-03-18 11:27:26,51.222.253.3,Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/),company/detail/55/product/detail/552,GET
2025-03-18 11:31:20,172.31.43.200,ELB-HealthChecker/2.0,api/health-check,GET
2025-03-18 11:31:37,172.31.8.254,ELB-HealthChecker/2.0,api/health-check,GET
2025-03-18 11:31:37,49.34.170.126,"Mozilla/5.0 (Linux; Android 13; TECNO KI7 Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/133.0.6943.138 Mobile Safari/537.36",member,GET
2025-03-18 11:31:42,51.222.253.10,Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/),company/detail/2/product,GET
2025-03-18 11:33:52,40.77.167.42,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/116.0.1938.76 Safari/537.36",article/detail/81,GET
2025-03-18 11:34:54,88.203.186.24,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36",article,GET
2025-03-18 11:36:00,66.249.79.194,"Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.6943.141 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",product/detail/715,GET
2025-03-18 11:36:01,171.79.44.121,"Mozilla/5.0 (Linux; Android 14; moto g04 Build/ULA34.89-178; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/133.0.6943.138 Mobile Safari/537.36",company,GET
2025-03-18 11:36:55,171.79.44.121,"Mozilla/5.0 (Linux; Android 14; moto g04 Build/ULA34.89-178; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/133.0.6943.138 Mobile Safari/537.36",company/detail/137,GET
2025-03-18 11:37:05,66.249.79.193,"Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.6943.141 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",company/detail/135/product/detail/900,GET
2025-03-18 11:38:37,172.31.8.254,ELB-HealthChecker/2.0,api/health-check,GET
2025-03-18 11:39:20,172.31.43.200,ELB-HealthChecker/2.0,api/health-check,GET
2025-03-18 11:40:13,40.84.221.239,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko); compatible; ChatGPT-User/1.0; +https://openai.com/bot",terms,GET
2025-03-18 11:40:13,148.153.45.238,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:32.0) Gecko/20100101 Firefox/32.0,/,GET
2025-03-18 11:40:17,148.153.45.238,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:32.0) Gecko/20100101 Firefox/32.0,aab8,GET
2025-03-18 11:40:20,172.31.43.200,ELB-HealthChecker/2.0,api/health-check,GET
2025-03-18 11:40:20,148.153.45.238,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:32.0) Gecko/20100101 Firefox/32.0,/,GET
2025-03-18 11:40:28,148.153.45.238,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:32.0) Gecko/20100101 Firefox/32.0,/,GET
2025-03-18 11:42:03,52.167.144.19,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/116.0.1938.76 Safari/537.36",/,GET
2025-03-18 11:43:00,106.133.106.45,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Mobile Safari/537.36",apple-touch-icon.png,GET
2025-03-18 11:43:45,1.75.213.55,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/134.0.6998.99 Mobile/15E148 Safari/604.1",apple-touch-icon.png,GET
2025-03-18 11:43:54,66.249.79.195,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),/,GET
2025-03-18 11:45:48,66.249.79.205,"Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.6943.141 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",company/detail/135/product/detail/896,GET
2025-03-18 11:47:25,66.249.79.205,"Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.6943.141 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",product/detail/63,GET
2025-03-18 11:47:42,66.249.79.204,"Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.6943.141 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",article/detail/311,GET
2025-03-18 11:54:21,172.31.43.200,ELB-HealthChecker/2.0,api/health-check,GET
2025-03-18 11:55:04,51.222.253.20,Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/),product/detail/386,GET
2025-03-18 11:57:25,18.183.83.127,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/28.0.1500.63 Safari/537.36 TACT-SEO/1.0",article/detail/161,GET
2025-03-18 11:58:21,172.31.43.200,ELB-HealthChecker/2.0,api/health-check,GET
2025-03-18 11:58:28,106.133.106.45,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Mobile Safari/537.36",article/detail/248,GET
2025-03-18 11:58:33,106.133.106.45,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Mobile Safari/537.36",/,GET
2025-03-18 11:58:41,36.12.141.173,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/134.0.6998.99 Mobile/15E148 Safari/604.1",article/detail/102,GET
2025-03-18 12:02:37,172.31.8.254,ELB-HealthChecker/2.0,api/health-check,GET
2025-03-18 12:04:07,66.249.79.204,"Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.6943.141 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",product/detail/194,GET
2025-03-18 12:05:38,172.31.8.254,ELB-HealthChecker/2.0,api/health-check,GET
2025-03-18 12:06:04,49.97.44.247,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:136.0) Gecko/20100101 Firefox/136.0,apple-touch-icon.png,GET
2025-03-18 12:07:01,92.255.57.58,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36",/,GET
2025-03-18 12:08:17,54.196.247.85,"Mozilla/5.0 (Symbian/3; Series60/5.2 NokiaN8-00/014.002; Profile/MIDP-2.1 Configuration/CLDC-1.1; en-us) AppleWebKit/525 (KHTML, like Gecko) Version/3.0 BrowserNG/7.2.6.4 3gpp-gba",/,GET
2025-03-18 12:08:38,172.31.8.254,ELB-HealthChecker/2.0,api/health-check,GET
2025-03-18 12:08:48,40.77.167.7,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/116.0.1938.76 Safari/537.36",article/detail/167,GET
2025-03-18 12:10:21,172.31.43.200,ELB-HealthChecker/2.0,api/health-check,GET
2025-03-18 12:10:53,72.14.201.153,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",article/detail/53,GET
2025-03-18 12:11:35,78.153.140.158,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.5845.140 Safari/537.36",.env,GET
2025-03-18 12:12:22,172.31.43.200,ELB-HealthChecker/2.0,api/health-check,GET
2025-03-18 12:14:30,121.87.138.120,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/359.2.735510536 Mobile/15E148 Safari/604.1",article/detail/427,GET
2025-03-18 12:19:38,172.31.8.254,ELB-HealthChecker/2.0,api/health-check,GET
2025-03-18 12:20:25,66.249.79.205,"Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.6943.141 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",product/detail/625,GET
2025-03-18 12:21:22,172.31.43.200,ELB-HealthChecker/2.0,api/health-check,GET
2025-03-18 12:21:27,17.241.219.6,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/605.1.15 (Applebot/0.1; +http://www.apple.com/go/applebot)",product/detail/118,GET
2025-03-18 12:23:12,66.249.79.204,"Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.6943.141 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",company/detail/107/article,GET
2025-03-18 12:24:12,66.249.79.206,"Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.6943.141 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",company/detail/118/article,GET
2025-03-18 12:25:22,172.31.43.200,ELB-HealthChecker/2.0,api/health-check,GET
2025-03-18 12:28:38,172.31.8.254,ELB-HealthChecker/2.0,api/health-check,GET
2025-03-18 12:30:04,49.51.191.29,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.5672.127 Safari/537.36",/,GET
2025-03-18 12:30:56,60.127.22.106,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/134.0.6998.99 Mobile/15E148 Safari/604.1",/,GET
2025-03-18 12:32:22,172.31.43.200,ELB-HealthChecker/2.0,api/health-check,GET
2025-03-18 12:34:00,88.203.186.24,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36",article,GET
2025-03-18 12:35:09,124.209.79.41,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.1.1 Mobile/15E148 Safari/604.1",article/detail/16,GET
2025-03-18 12:38:06,185.242.226.75,Python/3.7 aiohttp/3.8.1,apple-touch-icon.png,GET
2025-03-18 12:38:39,172.31.8.254,ELB-HealthChecker/2.0,api/health-check,GET
2025-03-18 12:39:44,114.145.99.98,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/359.2.735510536 Mobile/15E148 Safari/604.1",article/detail/159,GET
2025-03-18 12:40:39,172.31.8.254,ELB-HealthChecker/2.0,api/health-check,GET
2025-03-18 12:42:19,85.208.96.203,Mozilla/5.0 (compatible; SemrushBot/7~bl; +http://www.semrush.com/bot.html),company/detail/53/product/detail/915,GET
2025-03-18 12:42:23,172.31.43.200,ELB-HealthChecker/2.0,api/health-check,GET
2025-03-18 12:43:23,172.31.43.200,ELB-HealthChecker/2.0,api/health-check,GET
2025-03-18 12:43:27,66.249.79.192,"Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.6943.141 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",company/detail/46/product/detail/389,GET
2025-03-18 12:44:06,124.209.79.41,NetworkingExtension/8619.2.8.10.9 CFNetwork/1568.200.51 Darwin/24.1.0,/,GET
2025-03-18 12:44:23,172.31.43.200,ELB-HealthChecker/2.0,api/health-check,GET
2025-03-18 12:50:01,162.120.155.32,DuckDuckGo/5 (com.duckduckgo.mobile.android; Android API 35),apple-touch-icon.png,GET
2025-03-18 12:50:25,162.120.155.32,DuckDuckGo/5 (com.duckduckgo.mobile.android; Android API 35),/,GET
2025-03-18 12:51:23,172.31.43.200,ELB-HealthChecker/2.0,api/health-check,GET
2025-03-18 12:52:23,172.31.43.200,ELB-HealthChecker/2.0,api/health-check,GET
2025-03-18 12:53:10,34.221.46.84,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",apple-touch-icon.png,GET
2025-03-18 12:54:09,51.222.253.1,Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/),company/detail/129/product/detail/878,GET
2025-03-18 12:54:20,119.230.98.164,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3.1 Safari/605.1.15",article/detail/102,GET
2025-03-18 12:55:02,185.191.171.4,Mozilla/5.0 (compatible; SemrushBot/7~bl; +http://www.semrush.com/bot.html),company/detail/76/product/detail/915,GET
2025-03-18 12:57:59,124.159.206.93,"Mozilla/5.0 (Linux; Android 12; OPG02 Build/SKQ1.210216.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/134.0.6998.39 Mobile Safari/537.36 YJApp-ANDROID jp.co.yahoo.android.yjtop/3.189.0",article/detail/159,GET
2025-03-18 12:58:16,124.159.206.93,"Mozilla/5.0 (Linux; Android 12; OPG02 Build/SKQ1.210216.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/134.0.6998.39 Mobile Safari/537.36 YJApp-ANDROID jp.co.yahoo.android.yjtop/3.189.0",article/detail/159,GET
2025-03-18 12:58:21,72.14.201.180,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",article/detail/248,GET
2025-03-18 12:58:24,172.31.43.200,ELB-HealthChecker/2.0,api/health-check,GET
2025-03-18 12:58:40,172.31.8.254,ELB-HealthChecker/2.0,api/health-check,GET
2025-03-18 12:59:21,104.245.240.165,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",.env,GET
2025-03-18 12:59:40,172.31.8.254,ELB-HealthChecker/2.0,api/health-check,GET
2025-03-18 13:00:56,51.222.253.5,Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/),company/detail/11/product/detail/341,GET
2025-03-18 13:03:24,172.31.43.200,ELB-HealthChecker/2.0,api/health-check,GET
2025-03-18 13:03:33,66.249.79.194,"Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.6943.141 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",company/detail/61/product,GET
2025-03-18 13:04:33,66.249.79.206,"Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.6943.141 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",article/detail/135,GET
2025-03-18 13:05:04,66.249.79.206,"Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.6943.141 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",company/detail/88/product/detail/716,GET
2025-03-18 13:05:16,193.186.4.135,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",article/detail/137,GET
2025-03-18 13:06:27,85.208.96.195,Mozilla/5.0 (compatible; SemrushBot/7~bl; +http://www.semrush.com/bot.html),product/detail/396,GET
2025-03-18 13:07:24,172.31.43.200,ELB-HealthChecker/2.0,api/health-check,GET
2025-03-18 13:08:40,172.31.8.254,ELB-HealthChecker/2.0,api/health-check,GET
2025-03-18 13:08:47,51.222.253.8,Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/),product,GET
2025-03-18 13:09:40,172.31.8.254,ELB-HealthChecker/2.0,api/health-check,GET
2025-03-18 13:11:24,172.31.43.200,ELB-HealthChecker/2.0,api/health-check,GET
2025-03-18 13:11:31,52.167.144.150,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/116.0.1938.76 Safari/537.36",article/detail/248,GET
2025-03-18 13:12:24,172.31.43.200,ELB-HealthChecker/2.0,api/health-check,GET
2025-03-18 13:14:31,51.222.253.20,Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/),product/detail/819,GET
2025-03-18 13:18:58,52.167.144.23,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/116.0.1938.76 Safari/537.36",search,GET
2025-03-18 13:19:30,185.191.171.4,Mozilla/5.0 (compatible; SemrushBot/7~bl; +http://www.semrush.com/bot.html),article/detail/367,GET
2025-03-18 13:20:41,172.31.8.254,ELB-HealthChecker/2.0,api/health-check,GET
2025-03-18 13:21:02,160.249.8.131,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Mobile/15E148 Safari/604.1",article/detail/229,GET
2025-03-18 13:24:08,66.249.79.194,"Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.6943.141 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",info/detail/13,GET
2025-03-18 13:25:41,172.31.8.254,ELB-HealthChecker/2.0,api/health-check,GET
2025-03-18 13:26:25,172.31.43.200,ELB-HealthChecker/2.0,api/health-check,GET
2025-03-18 13:27:24,159.192.99.62,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",forgot-password,GET
2025-03-18 13:27:31,80.85.246.140,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36",login,GET
2025-03-18 13:27:35,159.192.99.62,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36",login,GET
2025-03-18 13:27:41,172.31.8.254,ELB-HealthChecker/2.0,api/health-check,GET
2025-03-18 13:28:08,159.192.99.62,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",register,POST
2025-03-18 13:28:26,13.83.167.128,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko); compatible; ChatGPT-User/1.0; +https://openai.com/bot",/,GET
2025-03-18 13:29:26,203.145.110.44,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Mobile Safari/537.36",apple-touch-icon.png,GET
2025-03-18 13:33:41,172.31.8.254,ELB-HealthChecker/2.0,api/health-check,GET
2025-03-18 13:34:15,165.22.225.236,Mozilla/5.0 (compatible),/,GET
2025-03-18 13:34:25,172.31.43.200,ELB-HealthChecker/2.0,api/health-check,GET
2025-03-18 13:34:40,94.154.239.69,Mozilla/5.0 (compatible; MJ12bot/v1.4.8; http://mj12bot.com/),company/detail/115/article,GET
2025-03-18 13:34:47,94.154.239.69,Mozilla/5.0 (compatible; MJ12bot/v1.4.8; http://mj12bot.com/),/,GET
2025-03-18 13:38:42,193.186.4.181,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Mobile Safari/537.36",article/detail/276,GET
2025-03-18 13:40:25,172.31.43.200,ELB-HealthChecker/2.0,api/health-check,GET
2025-03-18 13:41:22,66.249.79.193,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),/,GET
2025-03-18 13:42:21,66.249.79.204,"Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.6943.141 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",company/detail/11/product,GET
2025-03-18 13:42:51,40.77.167.155,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/116.0.1938.76 Safari/537.36",search,GET
2025-03-18 13:44:25,172.31.43.200,ELB-HealthChecker/2.0,api/health-check,GET
2025-03-18 13:45:28,60.101.7.155,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Mobile Safari/537.36",apple-touch-icon.png,GET
2025-03-18 13:48:42,172.31.8.254,ELB-HealthChecker/2.0,api/health-check,GET
2025-03-18 13:48:47,51.222.253.19,Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/),company/detail/125/product/detail/824,GET
2025-03-18 13:50:01,40.77.167.22,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/116.0.1938.76 Safari/537.36",search,GET
2025-03-18 13:52:18,27.134.162.97,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36 Edg/134.0.0.0",article/detail/254,GET
2025-03-18 13:53:55,122.255.214.8,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_8_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.6 Mobile/15E148 Safari/604.1",article/detail/109,GET
2025-03-18 13:56:55,172.178.140.154,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko); compatible; ChatGPT-User/1.0; +https://openai.com/bot",article/detail/48,GET
2025-03-18 13:58:42,172.31.8.254,ELB-HealthChecker/2.0,api/health-check,GET
