timestamp,ip,user_agent,path,method
2025-03-14 08:40:28,168.100.149.93,Mozilla/5.0 (compatible; AhrefsSiteAudit/6.1; +http://ahrefs.com/robot/site-audit),product/detail/626,GET
2025-03-14 08:40:32,168.100.149.142,"Mozilla/5.0 (Linux; Android 13) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.5359.128 Mobile Safari/537.36 (compatible; AhrefsSiteAudit/6.1; +http://ahrefs.com/robot/site-audit)",company/detail/123/article,GET
2025-03-14 08:40:36,168.100.149.76,"Mozilla/5.0 (Linux; Android 13) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.5359.128 Mobile Safari/537.36 (compatible; AhrefsSiteAudit/6.1; +http://ahrefs.com/robot/site-audit)",product/detail/659,GET
2025-03-14 08:40:42,168.100.149.79,"Mozilla/5.0 (Linux; Android 13) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.5359.128 Mobile Safari/537.36 (compatible; AhrefsSiteAudit/6.1; +http://ahrefs.com/robot/site-audit)",product/detail/711,GET
2025-03-14 08:40:44,168.100.149.194,"Mozilla/5.0 (Linux; Android 13) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.5359.128 Mobile Safari/537.36 (compatible; AhrefsSiteAudit/6.1; +http://ahrefs.com/robot/site-audit)",product/detail/307,GET
2025-03-14 08:40:46,168.100.149.236,"Mozilla/5.0 (Linux; Android 13) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.5359.128 Mobile Safari/537.36 (compatible; AhrefsSiteAudit/6.1; +http://ahrefs.com/robot/site-audit)",company/detail/24/product,GET
2025-03-14 08:40:50,168.100.149.169,Mozilla/5.0 (compatible; AhrefsSiteAudit/6.1; +http://ahrefs.com/robot/site-audit),article/detail/1,GET
2025-03-14 08:40:58,168.100.149.243,Mozilla/5.0 (compatible; AhrefsSiteAudit/6.1; +http://ahrefs.com/robot/site-audit),company/detail/135/product/detail/900,GET
2025-03-14 08:46:09,168.100.149.117,"Mozilla/5.0 (Linux; Android 13) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.5359.128 Mobile Safari/537.36 (compatible; AhrefsSiteAudit/6.1; +http://ahrefs.com/robot/site-audit)",product/detail/837,GET
2025-03-14 08:46:13,168.100.149.165,"Mozilla/5.0 (Linux; Android 13) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.5359.128 Mobile Safari/537.36 (compatible; AhrefsSiteAudit/6.1; +http://ahrefs.com/robot/site-audit)",product/detail/555,GET
2025-03-14 08:46:18,168.100.149.75,Mozilla/5.0 (compatible; AhrefsSiteAudit/6.1; +http://ahrefs.com/robot/site-audit),company/detail/24/article,GET
2025-03-14 08:46:21,168.100.149.175,"Mozilla/5.0 (Linux; Android 13) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.5359.128 Mobile Safari/537.36 (compatible; AhrefsSiteAudit/6.1; +http://ahrefs.com/robot/site-audit)",product/detail/853,GET
2025-03-14 08:46:24,168.100.149.99,Mozilla/5.0 (compatible; AhrefsSiteAudit/6.1; +http://ahrefs.com/robot/site-audit),company/detail/133/product/detail/914,GET
2025-03-14 08:46:33,168.100.149.52,"Mozilla/5.0 (Linux; Android 13) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.5359.128 Mobile Safari/537.36 (compatible; AhrefsSiteAudit/6.1; +http://ahrefs.com/robot/site-audit)",product/detail/769,GET
2025-03-14 08:46:43,168.100.149.151,"Mozilla/5.0 (Linux; Android 13) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.5359.128 Mobile Safari/537.36 (compatible; AhrefsSiteAudit/6.1; +http://ahrefs.com/robot/site-audit)",product/detail/768,GET
2025-03-14 08:46:51,168.100.149.16,"Mozilla/5.0 (Linux; Android 13) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.5359.128 Mobile Safari/537.36 (compatible; AhrefsSiteAudit/6.1; +http://ahrefs.com/robot/site-audit)",product/detail/572,GET
2025-03-14 08:47:00,168.100.149.174,Mozilla/5.0 (compatible; AhrefsSiteAudit/6.1; +http://ahrefs.com/robot/site-audit),info/1,GET
2025-03-14 08:47:00,66.249.79.195,"Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.6943.141 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",company/detail/53,GET
2025-03-14 08:47:07,168.100.149.6,"Mozilla/5.0 (Linux; Android 13) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.5359.128 Mobile Safari/537.36 (compatible; AhrefsSiteAudit/6.1; +http://ahrefs.com/robot/site-audit)",product/detail/60,GET
2025-03-14 08:47:18,168.100.149.35,Mozilla/5.0 (compatible; AhrefsSiteAudit/6.1; +http://ahrefs.com/robot/site-audit),product/detail/387,GET
2025-03-14 08:47:31,178.79.157.116,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:8.0) Gecko/20100101 Firefox/8.0,/,GET
2025-03-14 08:47:49,66.249.79.194,"Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.6943.141 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",company/detail/76,GET
2025-03-14 08:47:52,168.100.149.14,Mozilla/5.0 (compatible; AhrefsSiteAudit/6.1; +http://ahrefs.com/robot/site-audit),company/detail/1/article,GET
2025-03-14 08:48:16,168.100.149.74,Mozilla/5.0 (compatible; AhrefsSiteAudit/6.1; +http://ahrefs.com/robot/site-audit),product/detail/58,GET
2025-03-14 08:48:19,51.222.253.5,Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/),product/detail/743,GET
2025-03-14 08:48:19,168.100.149.6,"Mozilla/5.0 (Linux; Android 13) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.5359.128 Mobile Safari/537.36 (compatible; AhrefsSiteAudit/6.1; +http://ahrefs.com/robot/site-audit)",product/detail/530,GET
2025-03-14 08:48:59,168.100.149.44,"Mozilla/5.0 (Linux; Android 13) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.5359.128 Mobile Safari/537.36 (compatible; AhrefsSiteAudit/6.1; +http://ahrefs.com/robot/site-audit)",company/detail/133/product/detail/893,GET
2025-03-14 08:49:02,168.100.149.10,Mozilla/5.0 (compatible; AhrefsSiteAudit/6.1; +http://ahrefs.com/robot/site-audit),product/detail/734,GET
2025-03-14 08:49:23,172.31.43.200,ELB-HealthChecker/2.0,api/health-check,GET
2025-03-14 08:50:23,168.100.149.242,"Mozilla/5.0 (Linux; Android 13) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.5359.128 Mobile Safari/537.36 (compatible; AhrefsSiteAudit/6.1; +http://ahrefs.com/robot/site-audit)",company/detail/76/product,GET
2025-03-14 08:51:11,168.100.149.92,"Mozilla/5.0 (Linux; Android 13) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.5359.128 Mobile Safari/537.36 (compatible; AhrefsSiteAudit/6.1; +http://ahrefs.com/robot/site-audit)",company/detail/33/product,GET
2025-03-14 08:51:14,168.100.149.22,Mozilla/5.0 (compatible; AhrefsSiteAudit/6.1; +http://ahrefs.com/robot/site-audit),company/detail/120/product,GET
2025-03-14 08:51:18,157.1.136.4,Mozilla/5.0 (compatible; Cotoyogi/4.0; +https://ds.rois.ac.jp/center8/crawler/),article/detail/342,GET
2025-03-14 08:51:23,172.31.43.200,ELB-HealthChecker/2.0,api/health-check,GET
2025-03-14 08:51:38,168.100.149.44,Mozilla/5.0 (compatible; AhrefsSiteAudit/6.1; +http://ahrefs.com/robot/site-audit),product/detail/570,GET
2025-03-14 08:51:39,168.100.149.141,"Mozilla/5.0 (Linux; Android 13) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.5359.128 Mobile Safari/537.36 (compatible; AhrefsSiteAudit/6.1; +http://ahrefs.com/robot/site-audit)",product/detail/851,GET
2025-03-14 08:51:42,172.31.8.254,ELB-HealthChecker/2.0,api/health-check,GET
